HEAD_ID	RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
pub_133666	dblp:hasAuthor	author_333634	0.0772
pub_226888	dblp:publishedIn	venue_2653	0.1445
author_567604	dblp:wrote	pub_240524	0.0668
pub_194706	dblp:publishedIn	venue_1694	0.0821
pub_17991	dblp:publishedIn	venue_2387	0.0916
pub_157689	dblp:hasAuthor	author_497328	0.0617
author_247648	dblp:wrote	pub_292455	0.0713
pub_455777	dblp:publishedIn	venue_1744	0.0960
pub_270146	dblp:hasAuthor	author_235345	0.0967
pub_155415	dblp:inYear	year_45	0.2253
pub_313383	dblp:hasAuthor	author_610003	0.0765
pub_363179	dblp:publishedIn	venue_52	0.1058
pub_318784	dblp:publishedIn	venue_75	0.0810
pub_417633	dblp:publishedIn	venue_2611	0.1059
pub_27104	dblp:inYear	year_5	0.1546
pub_358576	dblp:hasAuthor	author_4848	0.0812
author_165176	dblp:wrote	pub_67638	0.0666
author_470827	dblp:wrote	pub_83721	0.0976
pub_436783	dblp:hasAuthor	author_176555	0.0765
author_141701	dblp:wrote	pub_112279	0.0716
author_418454	dblp:wrote	pub_173710	0.0618
pub_416787	dblp:inYear	year_20	0.1516
pub_202586	dblp:inYear	year_18	0.1442
pub_287131	dblp:publishedIn	venue_2356	0.1263
pub_433355	dblp:hasAuthor	author_103733	0.1044
pub_105516	dblp:publishedIn	venue_1010	0.1163
pub_64402	dblp:hasAuthor	author_111633	0.0864
pub_325065	dblp:inYear	year_42	0.1525
pub_117978	dblp:publishedIn	venue_2727	0.1107
pub_97653	dblp:inYear	year_30	0.1609
pub_432487	dblp:hasAuthor	author_584879	0.0655
pub_218889	dblp:hasAuthor	author_486457	0.1056
pub_205705	dblp:hasAuthor	author_493997	0.0650
pub_395494	dblp:hasAuthor	author_144962	0.0907
pub_325611	dblp:hasAuthor	author_224882	0.0650
pub_94083	dblp:hasAuthor	author_367201	0.0761
pub_222348	dblp:inYear	year_13	0.1956
pub_96941	dblp:inYear	year_44	0.1487
pub_201841	dblp:inYear	year_15	0.1508
pub_286772	dblp:inYear	year_25	0.1315
author_14058	dblp:wrote	pub_476592	0.0990
pub_215919	dblp:hasAuthor	author_33850	0.0937
pub_212775	dblp:hasAuthor	author_115798	0.0736
pub_202036	dblp:publishedIn	venue_1935	0.1243
pub_58849	dblp:hasAuthor	author_151182	0.0703
pub_68259	dblp:hasAuthor	author_36611	0.0748
pub_136055	dblp:publishedIn	venue_1483	0.1041
pub_482738	dblp:inYear	year_60	0.2085
pub_205732	dblp:inYear	year_4	0.1389
pub_342531	dblp:publishedIn	venue_816	0.0893
pub_24814	dblp:inYear	year_30	0.1588
author_584215	dblp:wrote	pub_106950	0.0602
author_27584	dblp:wrote	pub_46543	0.0847
pub_79641	dblp:inYear	year_2	0.1387
pub_279437	dblp:hasAuthor	author_302266	0.0954
author_622423	dblp:wrote	pub_489838	0.0812
pub_92213	dblp:publishedIn	venue_385	0.1441
pub_216179	dblp:hasAuthor	author_123711	0.0866
pub_135732	dblp:inYear	year_37	0.1527
pub_305607	dblp:hasAuthor	author_631330	0.0783
author_430717	dblp:wrote	pub_251532	0.1195
author_370537	dblp:wrote	pub_25918	0.0595
pub_337324	dblp:inYear	year_3	0.1341
pub_220034	dblp:inYear	year_41	0.1597
pub_26670	dblp:publishedIn	venue_2679	0.0861
pub_7299	dblp:inYear	year_46	0.1890
pub_41832	dblp:hasAuthor	author_220181	0.0765
pub_276455	dblp:hasAuthor	author_102271	0.1255
pub_34890	dblp:hasAuthor	author_579894	0.0642
pub_413133	dblp:hasAuthor	author_49430	0.0834
pub_121623	dblp:inYear	year_14	0.1671
pub_456406	dblp:publishedIn	venue_2067	0.0901
pub_103243	dblp:inYear	year_13	0.1157
pub_270720	dblp:publishedIn	venue_490	0.0937
pub_411712	dblp:inYear	year_2	0.1663
pub_332895	dblp:inYear	year_49	0.1422
pub_28579	dblp:publishedIn	venue_2919	0.1066
author_328836	dblp:wrote	pub_262727	0.0788
pub_450922	dblp:hasAuthor	author_608870	0.0682
pub_111806	dblp:inYear	year_30	0.1870
pub_182995	dblp:inYear	year_22	0.1553
pub_346161	dblp:inYear	year_39	0.1483
pub_390324	dblp:publishedIn	venue_1569	0.0918
author_507309	dblp:wrote	pub_136238	0.0626
pub_171410	dblp:hasAuthor	author_94832	0.1077
pub_382696	dblp:hasAuthor	author_326497	0.0782
pub_238653	dblp:publishedIn	venue_1694	0.0970
pub_727	dblp:hasAuthor	author_426925	0.0619
pub_290409	dblp:publishedIn	venue_920	0.1138
pub_36209	dblp:hasAuthor	author_192428	0.0882
author_240629	dblp:wrote	pub_124076	0.0825
pub_176472	dblp:inYear	year_0	0.2042
pub_346685	dblp:publishedIn	venue_2502	0.1504
pub_40719	dblp:publishedIn	venue_2690	0.0882
pub_422805	dblp:publishedIn	venue_1573	0.1347
pub_35815	dblp:publishedIn	venue_1945	0.1385
pub_7456	dblp:inYear	year_21	0.1539
pub_137941	dblp:hasAuthor	author_605145	0.0964
pub_440735	dblp:hasAuthor	author_144999	0.0702
author_362299	dblp:wrote	pub_416582	0.0790
pub_73093	dblp:inYear	year_40	0.1879
author_12136	dblp:wrote	pub_450955	0.0736
pub_15181	dblp:publishedIn	venue_1445	0.1558
pub_81532	dblp:publishedIn	venue_1445	0.1453
pub_68338	dblp:publishedIn	venue_2461	0.1301
pub_47781	dblp:publishedIn	venue_102	0.1101
pub_333672	dblp:publishedIn	venue_2685	0.0908
author_215620	dblp:wrote	pub_410550	0.0560
pub_308684	dblp:inYear	year_19	0.1382
pub_337344	dblp:hasAuthor	author_117858	0.0749
pub_239672	dblp:publishedIn	venue_2084	0.1215
pub_119658	dblp:publishedIn	venue_1614	0.1321
pub_102480	dblp:hasAuthor	author_617331	0.0800
pub_68762	dblp:inYear	year_38	0.2117
pub_245427	dblp:inYear	year_53	0.1475
author_213805	dblp:wrote	pub_395041	0.0747
author_364343	dblp:wrote	pub_456953	0.0855
pub_364831	dblp:publishedIn	venue_1309	0.0879
pub_46287	dblp:hasAuthor	author_58814	0.0707
pub_431629	dblp:publishedIn	venue_592	0.1200
author_24593	dblp:wrote	pub_68874	0.0625
pub_465964	dblp:inYear	year_54	0.1484
author_635287	dblp:wrote	pub_31870	0.0792
pub_184757	dblp:hasAuthor	author_22734	0.0870
author_213641	dblp:wrote	pub_455156	0.1243
pub_333667	dblp:inYear	year_1	0.1232
pub_133501	dblp:inYear	year_22	0.1375
author_132425	dblp:wrote	pub_192417	0.0943
author_521531	dblp:wrote	pub_472309	0.0595
pub_394138	dblp:inYear	year_0	0.1497
author_518218	dblp:wrote	pub_80189	0.1000
pub_286559	dblp:inYear	year_34	0.1299
pub_133450	dblp:hasAuthor	author_65178	0.0909
pub_215195	dblp:inYear	year_52	0.1831
pub_51086	dblp:publishedIn	venue_102	0.1200
pub_98502	dblp:inYear	year_16	0.1481
pub_258000	dblp:publishedIn	venue_1798	0.1308
pub_258687	dblp:publishedIn	venue_2183	0.1350
author_566078	dblp:wrote	pub_218042	0.0712
pub_94794	dblp:inYear	year_37	0.1701
pub_367845	dblp:publishedIn	venue_1406	0.1290
author_250879	dblp:wrote	pub_146508	0.0783
pub_349326	dblp:hasAuthor	author_234304	0.0867
pub_7702	dblp:inYear	year_56	0.1621
author_469890	dblp:wrote	pub_130928	0.0735
pub_259010	dblp:publishedIn	venue_2425	0.0857
author_221335	dblp:wrote	pub_183102	0.0971
pub_466287	dblp:publishedIn	venue_1401	0.1175
pub_35277	dblp:inYear	year_13	0.1392
pub_41635	dblp:publishedIn	venue_1266	0.1078
author_173077	dblp:wrote	pub_383775	0.0534
pub_456844	dblp:inYear	year_21	0.1752
author_83841	dblp:wrote	pub_117184	0.0830
pub_147905	dblp:hasAuthor	author_615770	0.0777
pub_49797	dblp:publishedIn	venue_1403	0.1049
author_228266	dblp:wrote	pub_37257	0.0743
pub_41535	dblp:hasAuthor	author_80019	0.0668
author_478690	dblp:wrote	pub_361075	0.0754
pub_154668	dblp:publishedIn	venue_1669	0.1103
pub_436439	dblp:inYear	year_22	0.1356
author_273294	dblp:wrote	pub_403865	0.0667
author_235257	dblp:wrote	pub_94785	0.0934
pub_153627	dblp:hasAuthor	author_630465	0.0634
pub_225746	dblp:inYear	year_42	0.1760
pub_31228	dblp:publishedIn	venue_1216	0.1244
pub_279632	dblp:inYear	year_4	0.1306
author_614695	dblp:wrote	pub_133280	0.0589
pub_431931	dblp:inYear	year_7	0.1654
pub_143868	dblp:hasAuthor	author_232867	0.1000
pub_294687	dblp:publishedIn	venue_1573	0.0941
pub_424639	dblp:hasAuthor	author_29163	0.0551
pub_52235	dblp:publishedIn	venue_1612	0.1080
pub_453803	dblp:inYear	year_24	0.1614
pub_341822	dblp:publishedIn	venue_2026	0.0765
pub_57441	dblp:hasAuthor	author_410822	0.0672
author_174555	dblp:wrote	pub_484747	0.0605
pub_363118	dblp:publishedIn	venue_2456	0.1021
pub_171276	dblp:inYear	year_52	0.1994
pub_230291	dblp:inYear	year_1	0.1541
pub_351384	dblp:hasAuthor	author_265340	0.0641
pub_454186	dblp:inYear	year_4	0.1793
pub_5322	dblp:inYear	year_37	0.1592
pub_64196	dblp:publishedIn	venue_1403	0.1075
pub_115499	dblp:inYear	year_47	0.1612
pub_74437	dblp:hasAuthor	author_196259	0.0799
pub_379036	dblp:inYear	year_49	0.1530
pub_391084	dblp:hasAuthor	author_236179	0.0533
pub_97803	dblp:publishedIn	venue_1880	0.0973
pub_454838	dblp:inYear	year_1	0.1859
pub_123862	dblp:publishedIn	venue_2451	0.0953
pub_13675	dblp:hasAuthor	author_209121	0.1074
pub_457490	dblp:publishedIn	venue_539	0.1098
pub_188191	dblp:hasAuthor	author_614322	0.0860
author_505859	dblp:wrote	pub_458909	0.0741
pub_64915	dblp:hasAuthor	author_243458	0.0689
pub_428235	dblp:hasAuthor	author_272774	0.0977
pub_427298	dblp:publishedIn	venue_2497	0.1368
pub_429932	dblp:hasAuthor	author_450664	0.0596
author_209525	dblp:wrote	pub_60136	0.1341
pub_404421	dblp:hasAuthor	author_461148	0.0649
author_584684	dblp:wrote	pub_173284	0.0698
pub_96752	dblp:inYear	year_32	0.1576
pub_207268	dblp:hasAuthor	author_310986	0.0721
pub_33237	dblp:publishedIn	venue_2702	0.1055
author_131899	dblp:wrote	pub_349064	0.0799
pub_416418	dblp:inYear	year_44	0.2028
pub_304485	dblp:inYear	year_39	0.1492
pub_83410	dblp:inYear	year_46	0.1969
author_467366	dblp:wrote	pub_491654	0.0864
pub_147131	dblp:hasAuthor	author_265500	0.0869
pub_119244	dblp:inYear	year_30	0.1452
author_7106	dblp:wrote	pub_356376	0.0782
author_605459	dblp:wrote	pub_227161	0.1281
pub_18913	dblp:inYear	year_11	0.1807
pub_397018	dblp:inYear	year_60	0.1629
pub_180975	dblp:inYear	year_3	0.1246
pub_429672	dblp:hasAuthor	author_26077	0.0731
pub_141014	dblp:hasAuthor	author_281075	0.1009
pub_35784	dblp:inYear	year_18	0.1263
author_378225	dblp:wrote	pub_350790	0.0809
pub_401895	dblp:inYear	year_28	0.1237
pub_107913	dblp:hasAuthor	author_77223	0.0834
pub_427446	dblp:hasAuthor	author_632762	0.0619
pub_250576	dblp:publishedIn	venue_1047	0.1096
pub_29618	dblp:inYear	year_9	0.1869
pub_131627	dblp:inYear	year_36	0.1288
author_157451	dblp:wrote	pub_277717	0.0921
author_41673	dblp:wrote	pub_138143	0.0789
pub_432275	dblp:hasAuthor	author_576752	0.0633
author_616621	dblp:wrote	pub_406182	0.0844
pub_202256	dblp:inYear	year_22	0.1199
pub_208915	dblp:publishedIn	venue_2459	0.0944
author_288494	dblp:wrote	pub_77265	0.0817
pub_144980	dblp:hasAuthor	author_363718	0.0836
author_15005	dblp:wrote	pub_72878	0.0991
pub_364205	dblp:hasAuthor	author_322480	0.0638
author_581015	dblp:wrote	pub_438187	0.0952
pub_46371	dblp:inYear	year_7	0.1363
pub_485577	dblp:inYear	year_6	0.1444
pub_302181	dblp:publishedIn	venue_1303	0.0918
pub_55589	dblp:hasAuthor	author_587132	0.0777
pub_484171	dblp:publishedIn	venue_2753	0.0907
pub_303684	dblp:inYear	year_27	0.2036
pub_199294	dblp:inYear	year_3	0.1383
pub_367719	dblp:publishedIn	venue_2477	0.1221
pub_356591	dblp:publishedIn	venue_919	0.1364
author_511738	dblp:wrote	pub_367874	0.0747
pub_346615	dblp:inYear	year_13	0.1728
pub_169413	dblp:inYear	year_51	0.1420
author_80860	dblp:wrote	pub_74650	0.0738
pub_356556	dblp:publishedIn	venue_1174	0.0957
author_554576	dblp:wrote	pub_25614	0.1019
pub_216605	dblp:inYear	year_40	0.1643
pub_468147	dblp:publishedIn	venue_2338	0.0899
pub_151440	dblp:hasAuthor	author_483358	0.1118
pub_433472	dblp:hasAuthor	author_11932	0.0670
pub_468517	dblp:publishedIn	venue_155	0.1000
author_162639	dblp:wrote	pub_420168	0.0769
pub_149234	dblp:inYear	year_40	0.1472
pub_425597	dblp:publishedIn	venue_1508	0.1011
pub_65389	dblp:publishedIn	venue_2308	0.1534
pub_67042	dblp:publishedIn	venue_1454	0.0990
pub_301224	dblp:inYear	year_5	0.2355
author_641419	dblp:wrote	pub_126971	0.0939
pub_193406	dblp:hasAuthor	author_311295	0.0734
pub_332419	dblp:inYear	year_4	0.2343
pub_249037	dblp:publishedIn	venue_951	0.0820
author_9047	dblp:wrote	pub_107505	0.0719
pub_293236	dblp:inYear	year_24	0.2076
pub_242575	dblp:inYear	year_18	0.1268
author_27447	dblp:wrote	pub_347745	0.0755
pub_129808	dblp:publishedIn	venue_2268	0.0999
pub_389192	dblp:inYear	year_17	0.1548
pub_209701	dblp:publishedIn	venue_978	0.0952
pub_383777	dblp:publishedIn	venue_1886	0.1043
author_285977	dblp:wrote	pub_208980	0.0540
author_280987	dblp:wrote	pub_48222	0.0767
author_394825	dblp:wrote	pub_422555	0.0964
pub_211013	dblp:hasAuthor	author_399817	0.0723
pub_53369	dblp:inYear	year_45	0.1519
author_104909	dblp:wrote	pub_372794	0.0674
author_175107	dblp:wrote	pub_271371	0.1137
pub_142424	dblp:hasAuthor	author_70315	0.0599
pub_222447	dblp:inYear	year_12	0.1921
pub_101654	dblp:publishedIn	venue_1707	0.1041
pub_260262	dblp:hasAuthor	author_601596	0.0919
author_237361	dblp:wrote	pub_430172	0.0563
pub_232207	dblp:publishedIn	venue_2446	0.1180
author_426831	dblp:wrote	pub_154062	0.0742
pub_101474	dblp:hasAuthor	author_344525	0.0727
author_622471	dblp:wrote	pub_410981	0.0662
author_213315	dblp:wrote	pub_471448	0.0782
pub_411751	dblp:hasAuthor	author_351521	0.1001
pub_245902	dblp:hasAuthor	author_226248	0.0688
pub_318764	dblp:inYear	year_24	0.1442
pub_397526	dblp:inYear	year_6	0.1816
author_27331	dblp:wrote	pub_245283	0.1000
pub_427431	dblp:inYear	year_6	0.1751
pub_286819	dblp:publishedIn	venue_1303	0.1006
pub_103534	dblp:publishedIn	venue_96	0.1435
author_213401	dblp:wrote	pub_489441	0.0888
pub_95160	dblp:publishedIn	venue_1337	0.1297
pub_324469	dblp:inYear	year_14	0.1587
pub_414826	dblp:hasAuthor	author_328483	0.0792
pub_484397	dblp:publishedIn	venue_1678	0.0876
author_577842	dblp:wrote	pub_31953	0.0836
author_365794	dblp:wrote	pub_32775	0.0844
pub_19577	dblp:hasAuthor	author_18788	0.0845
pub_175671	dblp:hasAuthor	author_145822	0.0535
pub_421379	dblp:publishedIn	venue_1069	0.1306
author_414998	dblp:wrote	pub_60217	0.0681
pub_267981	dblp:hasAuthor	author_262627	0.0710
pub_306399	dblp:publishedIn	venue_2988	0.1075
pub_206505	dblp:publishedIn	venue_1671	0.0946
author_143050	dblp:wrote	pub_78949	0.0741
pub_27485	dblp:inYear	year_27	0.1369
author_280122	dblp:wrote	pub_36105	0.0633
pub_277037	dblp:hasAuthor	author_334032	0.0660
author_260005	dblp:wrote	pub_111455	0.0795
author_475001	dblp:wrote	pub_254996	0.0694
pub_30877	dblp:inYear	year_32	0.2440
author_355199	dblp:wrote	pub_119820	0.0655
pub_281492	dblp:hasAuthor	author_632201	0.0595
author_486671	dblp:wrote	pub_130906	0.0827
pub_265732	dblp:hasAuthor	author_283342	0.0732
author_518308	dblp:wrote	pub_466124	0.0797
pub_422312	dblp:hasAuthor	author_531378	0.0726
pub_451443	dblp:inYear	year_12	0.1418
author_469848	dblp:wrote	pub_156101	0.0892
pub_483459	dblp:hasAuthor	author_146203	0.0877
pub_309756	dblp:hasAuthor	author_539582	0.0811
author_72235	dblp:wrote	pub_246414	0.0729
pub_188471	dblp:hasAuthor	author_163022	0.0832
author_530076	dblp:wrote	pub_186860	0.0575
pub_154153	dblp:publishedIn	venue_2459	0.0971
author_10908	dblp:wrote	pub_404625	0.0987
author_371847	dblp:wrote	pub_194959	0.0945
pub_262330	dblp:inYear	year_38	0.1607
pub_342043	dblp:publishedIn	venue_2659	0.0884
author_225241	dblp:wrote	pub_20868	0.1200
author_510924	dblp:wrote	pub_423627	0.0662
pub_192179	dblp:inYear	year_0	0.1252
pub_325588	dblp:publishedIn	venue_138	0.1160
author_531178	dblp:wrote	pub_37257	0.0674
pub_178782	dblp:publishedIn	venue_2536	0.1091
pub_368511	dblp:hasAuthor	author_477330	0.0606
pub_289445	dblp:publishedIn	venue_2622	0.0803
pub_447942	dblp:inYear	year_17	0.1493
pub_361054	dblp:publishedIn	venue_130	0.1391
author_23496	dblp:wrote	pub_180513	0.0882
pub_55002	dblp:hasAuthor	author_72835	0.0536
pub_435675	dblp:publishedIn	venue_2356	0.1386
pub_197420	dblp:inYear	year_28	0.1181
pub_465074	dblp:hasAuthor	author_55794	0.0547
pub_384117	dblp:hasAuthor	author_122279	0.0744
pub_354014	dblp:inYear	year_25	0.1590
pub_313203	dblp:publishedIn	venue_2469	0.1120
pub_356357	dblp:publishedIn	venue_738	0.0910
pub_3238	dblp:hasAuthor	author_275872	0.1043
pub_61106	dblp:inYear	year_55	0.1447
pub_228487	dblp:inYear	year_21	0.1967
pub_25549	dblp:inYear	year_60	0.1674
pub_341360	dblp:hasAuthor	author_418511	0.0891
pub_272437	dblp:inYear	year_7	0.1798
pub_381761	dblp:inYear	year_55	0.1710
pub_374594	dblp:inYear	year_2	0.2020
pub_314322	dblp:hasAuthor	author_267436	0.0732
author_51280	dblp:wrote	pub_122407	0.0725
pub_268515	dblp:inYear	year_36	0.1425
pub_58442	dblp:publishedIn	venue_103	0.0997
pub_12618	dblp:inYear	year_18	0.1591
author_556465	dblp:wrote	pub_149009	0.0976
pub_487425	dblp:hasAuthor	author_70109	0.0827
pub_102770	dblp:inYear	year_2	0.1742
pub_105024	dblp:hasAuthor	author_480707	0.0683
pub_446834	dblp:publishedIn	venue_1180	0.0970
author_486324	dblp:wrote	pub_9625	0.0837
pub_199707	dblp:publishedIn	venue_1983	0.1048
pub_287259	dblp:publishedIn	venue_2497	0.1236
author_152035	dblp:wrote	pub_111553	0.0594
pub_315378	dblp:hasAuthor	author_222946	0.0908
pub_384809	dblp:hasAuthor	author_585718	0.0875
pub_346151	dblp:publishedIn	venue_246	0.1027
pub_279140	dblp:hasAuthor	author_21939	0.0559
pub_408745	dblp:hasAuthor	author_246888	0.0690
pub_73829	dblp:hasAuthor	author_118624	0.0656
pub_304994	dblp:hasAuthor	author_53664	0.0686
author_121832	dblp:wrote	pub_224172	0.1231
pub_446776	dblp:inYear	year_38	0.1485
pub_169584	dblp:inYear	year_2	0.1866
pub_68772	dblp:publishedIn	venue_2191	0.1431
pub_223619	dblp:hasAuthor	author_74289	0.0882
pub_380871	dblp:hasAuthor	author_548213	0.0919
author_144970	dblp:wrote	pub_142240	0.0873
pub_299922	dblp:publishedIn	venue_2971	0.0961
author_152344	dblp:wrote	pub_473758	0.0654
author_531107	dblp:wrote	pub_149424	0.0932
pub_388785	dblp:inYear	year_48	0.1395
pub_291432	dblp:hasAuthor	author_96966	0.0613
author_636115	dblp:wrote	pub_13499	0.0738
pub_369950	dblp:publishedIn	venue_1401	0.0783
pub_272989	dblp:hasAuthor	author_319011	0.0932
author_567939	dblp:wrote	pub_414313	0.0725
pub_489360	dblp:inYear	year_50	0.1871
pub_151437	dblp:inYear	year_15	0.1915
pub_155063	dblp:publishedIn	venue_2829	0.1480
pub_462298	dblp:hasAuthor	author_609014	0.0940
author_350006	dblp:wrote	pub_275754	0.0920
author_619264	dblp:wrote	pub_324015	0.0563
pub_266159	dblp:publishedIn	venue_2176	0.1332
author_512316	dblp:wrote	pub_200943	0.0715
pub_121627	dblp:publishedIn	venue_1101	0.1046
pub_275527	dblp:inYear	year_13	0.1414
pub_277622	dblp:hasAuthor	author_151109	0.0553
author_25152	dblp:wrote	pub_85866	0.0610
pub_425849	dblp:publishedIn	venue_1449	0.1660
pub_366770	dblp:hasAuthor	author_486857	0.0733
pub_231596	dblp:publishedIn	venue_2424	0.1056
pub_470094	dblp:publishedIn	venue_2116	0.0864
pub_94818	dblp:inYear	year_43	0.1758
pub_74147	dblp:hasAuthor	author_279523	0.0729
pub_175936	dblp:publishedIn	venue_1899	0.0917
pub_120304	dblp:inYear	year_3	0.1642
pub_171099	dblp:publishedIn	venue_52	0.1143
pub_134046	dblp:publishedIn	venue_467	0.0919
pub_31201	dblp:publishedIn	venue_2500	0.1188
pub_328950	dblp:publishedIn	venue_2579	0.0964
pub_434506	dblp:publishedIn	venue_1494	0.0872
pub_132491	dblp:publishedIn	venue_2801	0.1040
author_338504	dblp:wrote	pub_96963	0.0772
author_522674	dblp:wrote	pub_323859	0.0871
author_348858	dblp:wrote	pub_129416	0.1042
pub_404457	dblp:publishedIn	venue_2415	0.0869
pub_407957	dblp:hasAuthor	author_167384	0.0712
pub_307267	dblp:hasAuthor	author_553029	0.0793
pub_263188	dblp:hasAuthor	author_343335	0.0616
pub_172272	dblp:inYear	year_34	0.1891
pub_422849	dblp:hasAuthor	author_377251	0.0606
author_144883	dblp:wrote	pub_389613	0.1034
pub_440971	dblp:inYear	year_0	0.2027
pub_415025	dblp:inYear	year_4	0.1324
pub_3601	dblp:hasAuthor	author_580802	0.0836
pub_464090	dblp:publishedIn	venue_206	0.0867
pub_426356	dblp:hasAuthor	author_301797	0.0889
pub_34639	dblp:publishedIn	venue_1154	0.1556
pub_167772	dblp:hasAuthor	author_508261	0.0818
author_92426	dblp:wrote	pub_159410	0.0909
pub_468872	dblp:publishedIn	venue_266	0.1467
pub_117583	dblp:publishedIn	venue_1425	0.0720
