RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
dblp:inYear	year_18	0.1303
dblp:hasAuthor	author_115782	0.0770
dblp:inYear	year_11	0.1701
dblp:inYear	year_22	0.2660
dblp:hasAuthor	author_427164	0.0795
dblp:publishedIn	venue_1388	0.1100
dblp:hasAuthor	author_475127	0.0813
dblp:wrote	pub_145925	0.0682
dblp:inYear	year_38	0.2087
dblp:hasAuthor	author_171376	0.0884
dblp:wrote	pub_428678	0.0663
dblp:hasAuthor	author_17495	0.1282
dblp:wrote	pub_437278	0.1240
dblp:inYear	year_24	0.2018
dblp:wrote	pub_359928	0.0728
dblp:hasAuthor	author_436046	0.0804
dblp:inYear	year_29	0.2027
dblp:wrote	pub_403785	0.1120
dblp:publishedIn	venue_2943	0.1250
dblp:wrote	pub_208405	0.1108
dblp:publishedIn	venue_1642	0.1016
dblp:wrote	pub_103040	0.1154
dblp:wrote	pub_449654	0.0772
dblp:publishedIn	venue_2844	0.1333
dblp:wrote	pub_325688	0.0638
dblp:wrote	pub_82188	0.0648
dblp:publishedIn	venue_783	0.1025
dblp:wrote	pub_108572	0.0656
dblp:wrote	pub_412229	0.0650
dblp:inYear	year_39	0.1516
dblp:inYear	year_23	0.1384
dblp:wrote	pub_21437	0.0839
dblp:hasAuthor	author_132818	0.0632
dblp:hasAuthor	author_461062	0.0973
dblp:publishedIn	venue_218	0.1437
dblp:hasAuthor	author_273143	0.1035
dblp:publishedIn	venue_1599	0.1176
dblp:publishedIn	venue_1627	0.1731
dblp:inYear	year_57	0.1426
dblp:inYear	year_37	0.1324
dblp:publishedIn	venue_548	0.0978
dblp:inYear	year_29	0.1074
dblp:inYear	year_39	0.1368
dblp:inYear	year_3	0.1486
dblp:wrote	pub_358364	0.0768
dblp:wrote	pub_150487	0.0672
dblp:wrote	pub_371408	0.0737
dblp:hasAuthor	author_435694	0.0748
dblp:publishedIn	venue_2433	0.1139
dblp:wrote	pub_104864	0.0738
dblp:wrote	pub_321945	0.0692
dblp:hasAuthor	author_282898	0.0597
dblp:inYear	year_33	0.1190
dblp:wrote	pub_360089	0.0811
dblp:hasAuthor	author_555412	0.0889
dblp:wrote	pub_317044	0.0643
dblp:publishedIn	venue_2639	0.1394
dblp:publishedIn	venue_2426	0.1332
dblp:hasAuthor	author_90204	0.0775
dblp:inYear	year_40	0.2869
dblp:inYear	year_29	0.1186
dblp:wrote	pub_83956	0.1275
dblp:publishedIn	venue_1350	0.1424
dblp:wrote	pub_400263	0.0884
dblp:hasAuthor	author_236250	0.0734
dblp:inYear	year_40	0.1674
dblp:publishedIn	venue_1217	0.1248
dblp:hasAuthor	author_468464	0.0708
dblp:inYear	year_18	0.1784
dblp:inYear	year_23	0.2046
dblp:inYear	year_34	0.1471
dblp:hasAuthor	author_3528	0.0699
dblp:publishedIn	venue_1597	0.1500
dblp:hasAuthor	author_4437	0.0864
dblp:publishedIn	venue_2228	0.1093
dblp:wrote	pub_240665	0.1022
dblp:wrote	pub_85483	0.0891
dblp:publishedIn	venue_108	0.1227
dblp:publishedIn	venue_702	0.1274
dblp:publishedIn	venue_2923	0.1166
dblp:publishedIn	venue_741	0.1664
dblp:inYear	year_32	0.1431
dblp:publishedIn	venue_2897	0.1147
dblp:wrote	pub_375834	0.0740
dblp:hasAuthor	author_74430	0.0963
dblp:wrote	pub_328286	0.0693
dblp:publishedIn	venue_1276	0.1387
dblp:hasAuthor	author_619029	0.0678
dblp:publishedIn	venue_2426	0.1180
dblp:publishedIn	venue_2726	0.1475
dblp:publishedIn	venue_1350	0.1330
dblp:hasAuthor	author_553168	0.0787
dblp:hasAuthor	author_557163	0.0810
dblp:publishedIn	venue_2903	0.1448
dblp:publishedIn	venue_2943	0.1409
dblp:inYear	year_12	0.2140
dblp:hasAuthor	author_386197	0.0695
dblp:publishedIn	venue_2118	0.1320
dblp:inYear	year_49	0.1647
dblp:publishedIn	venue_912	0.1441
dblp:wrote	pub_219456	0.0807
dblp:wrote	pub_242502	0.0719
dblp:wrote	pub_461388	0.0815
dblp:hasAuthor	author_348763	0.0881
dblp:hasAuthor	author_525400	0.0922
dblp:inYear	year_27	0.1334
dblp:wrote	pub_322499	0.0660
dblp:publishedIn	venue_1253	0.1329
dblp:hasAuthor	author_354128	0.0757
dblp:hasAuthor	author_364820	0.0760
dblp:publishedIn	venue_2378	0.0967
dblp:publishedIn	venue_2051	0.1276
dblp:wrote	pub_105381	0.1175
dblp:inYear	year_0	0.1889
dblp:hasAuthor	author_143672	0.0913
dblp:wrote	pub_399002	0.0831
dblp:publishedIn	venue_1103	0.1347
dblp:inYear	year_45	0.1850
dblp:publishedIn	venue_543	0.1172
dblp:inYear	year_32	0.1736
dblp:publishedIn	venue_1544	0.1164
dblp:wrote	pub_359435	0.0852
dblp:inYear	year_10	0.1693
dblp:hasAuthor	author_302833	0.0849
dblp:wrote	pub_334964	0.0799
dblp:publishedIn	venue_2635	0.1381
dblp:publishedIn	venue_3009	0.1047
dblp:hasAuthor	author_558765	0.0696
dblp:inYear	year_44	0.1708
dblp:inYear	year_34	0.1320
dblp:hasAuthor	author_279180	0.0946
dblp:hasAuthor	author_75209	0.0907
dblp:inYear	year_14	0.1576
dblp:publishedIn	venue_1388	0.1333
dblp:publishedIn	venue_2434	0.1402
dblp:publishedIn	venue_1701	0.1622
dblp:publishedIn	venue_1747	0.1128
dblp:wrote	pub_235212	0.0849
dblp:publishedIn	venue_2208	0.1433
dblp:wrote	pub_231048	0.0612
dblp:hasAuthor	author_518619	0.0849
dblp:inYear	year_8	0.1012
dblp:inYear	year_10	0.1464
dblp:inYear	year_9	0.2330
dblp:hasAuthor	author_268716	0.1111
dblp:wrote	pub_77324	0.0905
dblp:inYear	year_1	0.1701
dblp:publishedIn	venue_1615	0.1515
dblp:publishedIn	venue_2528	0.1291
dblp:inYear	year_24	0.1151
dblp:wrote	pub_59269	0.0902
dblp:wrote	pub_68835	0.1123
dblp:hasAuthor	author_402057	0.0862
dblp:publishedIn	venue_1971	0.1025
dblp:inYear	year_16	0.1356
dblp:hasAuthor	author_535121	0.0752
dblp:publishedIn	venue_2642	0.1340
dblp:wrote	pub_254854	0.0971
dblp:inYear	year_21	0.1364
dblp:publishedIn	venue_583	0.1405
dblp:inYear	year_36	0.2090
dblp:hasAuthor	author_451896	0.0961
dblp:publishedIn	venue_2213	0.1382
dblp:wrote	pub_158526	0.0904
dblp:publishedIn	venue_783	0.1378
dblp:inYear	year_2	0.1596
dblp:hasAuthor	author_593398	0.0869
dblp:hasAuthor	author_456281	0.0843
dblp:inYear	year_24	0.1722
dblp:hasAuthor	author_229196	0.0739
dblp:hasAuthor	author_404189	0.0810
dblp:publishedIn	venue_132	0.1421
dblp:wrote	pub_218961	0.0869
dblp:wrote	pub_166587	0.0655
dblp:wrote	pub_163875	0.0763
dblp:publishedIn	venue_2191	0.1232
dblp:wrote	pub_25421	0.0818
dblp:hasAuthor	author_97127	0.0733
dblp:inYear	year_30	0.1804
dblp:inYear	year_29	0.1993
dblp:wrote	pub_208429	0.0835
dblp:wrote	pub_58438	0.1199
dblp:wrote	pub_310626	0.1287
dblp:publishedIn	venue_1313	0.1203
dblp:publishedIn	venue_2179	0.1279
dblp:hasAuthor	author_478179	0.0693
dblp:wrote	pub_174658	0.0881
dblp:wrote	pub_272005	0.0689
dblp:inYear	year_24	0.1747
dblp:publishedIn	venue_2192	0.1534
dblp:publishedIn	venue_87	0.1215
dblp:publishedIn	venue_492	0.1559
dblp:wrote	pub_126312	0.0827
dblp:inYear	year_18	0.1289
dblp:wrote	pub_62370	0.0811
dblp:wrote	pub_22317	0.0758
dblp:publishedIn	venue_1777	0.1226
dblp:inYear	year_8	0.1344
dblp:inYear	year_2	0.1614
dblp:hasAuthor	author_311464	0.0918
dblp:hasAuthor	author_226248	0.0694
dblp:inYear	year_29	0.1571
dblp:wrote	pub_226972	0.0752
dblp:inYear	year_23	0.1932
dblp:hasAuthor	author_82041	0.0704
dblp:wrote	pub_69889	0.0862
dblp:hasAuthor	author_417101	0.0738
dblp:wrote	pub_133677	0.0928
dblp:publishedIn	venue_999	0.1407
dblp:wrote	pub_471064	0.0658
dblp:hasAuthor	author_410727	0.0925
dblp:hasAuthor	author_208751	0.0602
dblp:inYear	year_14	0.2384
dblp:inYear	year_19	0.2138
dblp:publishedIn	venue_3026	0.1328
dblp:wrote	pub_299795	0.0804
dblp:inYear	year_12	0.1556
dblp:hasAuthor	author_115874	0.0964
dblp:wrote	pub_14029	0.0809
dblp:publishedIn	venue_1760	0.1419
dblp:hasAuthor	author_24820	0.0628
dblp:inYear	year_40	0.1218
dblp:wrote	pub_203422	0.0772
dblp:publishedIn	venue_1873	0.1273
dblp:wrote	pub_6243	0.0717
dblp:wrote	pub_318720	0.0802
dblp:inYear	year_9	0.1760
dblp:publishedIn	venue_2177	0.1335
dblp:wrote	pub_244170	0.0934
dblp:hasAuthor	author_21870	0.0702
dblp:hasAuthor	author_333365	0.0871
dblp:inYear	year_40	0.1476
dblp:wrote	pub_242868	0.0578
dblp:wrote	pub_114752	0.0733
dblp:inYear	year_55	0.1487
dblp:hasAuthor	author_444538	0.0826
dblp:publishedIn	venue_1540	0.1166
dblp:publishedIn	venue_2434	0.1358
dblp:inYear	year_40	0.1724
dblp:hasAuthor	author_92501	0.1243
dblp:wrote	pub_107762	0.0849
dblp:hasAuthor	author_125843	0.0632
dblp:wrote	pub_340857	0.0779
dblp:wrote	pub_145641	0.0778
dblp:inYear	year_13	0.1785
dblp:wrote	pub_282573	0.1282
dblp:publishedIn	venue_1613	0.1113
dblp:publishedIn	venue_2919	0.1232
dblp:publishedIn	venue_516	0.1301
dblp:publishedIn	venue_2382	0.1411
dblp:publishedIn	venue_2727	0.1580
dblp:inYear	year_37	0.1894
dblp:wrote	pub_235281	0.0780
dblp:wrote	pub_82387	0.0934
dblp:inYear	year_2	0.1489
dblp:hasAuthor	author_500053	0.0823
dblp:inYear	year_30	0.1655
dblp:hasAuthor	author_425855	0.0868
dblp:hasAuthor	author_79071	0.0733
dblp:publishedIn	venue_303	0.1640
dblp:wrote	pub_358750	0.0721
dblp:wrote	pub_38874	0.0691
dblp:wrote	pub_50347	0.0543
dblp:wrote	pub_488762	0.0946
dblp:hasAuthor	author_582915	0.0627
dblp:publishedIn	venue_2658	0.1138
dblp:wrote	pub_451276	0.0898
dblp:wrote	pub_242589	0.0536
dblp:hasAuthor	author_550986	0.0950
dblp:hasAuthor	author_410727	0.0819
dblp:publishedIn	venue_1430	0.1294
dblp:publishedIn	venue_2797	0.1173
dblp:hasAuthor	author_520060	0.0784
dblp:publishedIn	venue_2651	0.1235
dblp:publishedIn	venue_2592	0.1216
dblp:publishedIn	venue_411	0.1624
dblp:wrote	pub_454182	0.0669
dblp:wrote	pub_56034	0.1053
dblp:wrote	pub_44075	0.0881
dblp:wrote	pub_414971	0.0928
dblp:hasAuthor	author_436695	0.0798
dblp:wrote	pub_234013	0.0744
dblp:hasAuthor	author_572551	0.0592
dblp:wrote	pub_464328	0.0707
dblp:inYear	year_40	0.1753
dblp:inYear	year_39	0.1864
dblp:publishedIn	venue_225	0.1489
dblp:publishedIn	venue_194	0.1238
