RELATION_ID	GENERATED_TAIL_ID	DISTANCE_SCORE
dblp:publishedIn	venue_38	0.2922
dblp:inYear	year_13	0.2662
dblp:wrote	pub_6890	0.1904
dblp:hasAuthor	author_315	0.3477
dblp:wrote	pub_5205	0.2755
dblp:wrote	pub_6866	0.2660
dblp:wrote	pub_2058	0.1974
dblp:inYear	year_9	0.2552
dblp:wrote	pub_3109	0.2260
dblp:wrote	pub_7934	0.2321
dblp:publishedIn	venue_40	0.3630
dblp:hasAuthor	author_1631	0.3985
dblp:inYear	year_5	0.2687
dblp:publishedIn	venue_51	0.3539
dblp:wrote	pub_241	0.3371
dblp:hasAuthor	author_4336	0.5299
dblp:hasAuthor	author_524	0.4103
dblp:hasAuthor	author_291	0.3234
dblp:hasAuthor	author_3860	0.3030
dblp:wrote	pub_2497	0.2305
dblp:hasAuthor	author_4233	0.2729
dblp:hasAuthor	author_5665	0.4176
dblp:inYear	year_4	0.3085
dblp:hasAuthor	author_3404	0.4400
dblp:inYear	year_17	0.2742
dblp:publishedIn	venue_39	0.2743
dblp:hasAuthor	author_5087	0.3818
dblp:inYear	year_4	0.2435
dblp:wrote	pub_2647	0.3528
dblp:publishedIn	venue_23	0.3559
dblp:hasAuthor	author_4890	0.3408
dblp:publishedIn	venue_8	0.3638
dblp:hasAuthor	author_3825	0.4199
dblp:hasAuthor	author_662	0.4215
dblp:inYear	year_4	0.2702
dblp:publishedIn	venue_8	0.3958
dblp:wrote	pub_2298	0.2287
dblp:publishedIn	venue_31	0.3464
dblp:inYear	year_16	0.2879
dblp:inYear	year_16	0.2338
dblp:publishedIn	venue_18	0.3074
dblp:hasAuthor	author_3830	0.3992
dblp:inYear	year_4	0.2799
dblp:publishedIn	venue_27	0.3080
dblp:publishedIn	venue_31	0.2958
dblp:publishedIn	venue_41	0.3296
dblp:publishedIn	venue_8	0.3813
dblp:inYear	year_4	0.4300
dblp:wrote	pub_520	0.2069
dblp:wrote	pub_7800	0.2430
dblp:hasAuthor	author_4969	0.4710
dblp:wrote	pub_8072	0.1822
dblp:publishedIn	venue_52	0.3621
dblp:wrote	pub_6868	0.2543
dblp:publishedIn	venue_17	0.3868
dblp:wrote	pub_4264	0.2638
dblp:publishedIn	venue_47	0.2983
dblp:hasAuthor	author_4598	0.3215
dblp:hasAuthor	author_3819	0.3393
dblp:hasAuthor	author_476	0.4107
dblp:inYear	year_4	0.3711
dblp:hasAuthor	author_538	0.4281
dblp:publishedIn	venue_6	0.3511
dblp:wrote	pub_4708	0.3079
dblp:inYear	year_15	0.3045
dblp:publishedIn	venue_8	0.4047
dblp:hasAuthor	author_5556	0.3499
dblp:wrote	pub_108	0.2930
dblp:inYear	year_5	0.2263
dblp:publishedIn	venue_17	0.2868
dblp:hasAuthor	author_4099	0.4327
dblp:wrote	pub_1884	0.2306
dblp:wrote	pub_147	0.2787
dblp:publishedIn	venue_41	0.2870
dblp:wrote	pub_5850	0.1915
dblp:wrote	pub_3156	0.2122
dblp:inYear	year_2	0.2253
dblp:wrote	pub_4482	0.2387
dblp:wrote	pub_6285	0.2314
dblp:publishedIn	venue_25	0.2934
dblp:inYear	year_12	0.2831
dblp:inYear	year_8	0.3375
dblp:publishedIn	venue_35	0.2656
dblp:publishedIn	venue_4	0.3028
dblp:publishedIn	venue_8	0.3972
dblp:wrote	pub_4264	0.2432
dblp:wrote	pub_1215	0.2332
dblp:hasAuthor	author_2846	0.3925
dblp:inYear	year_12	0.2620
dblp:wrote	pub_2991	0.2946
dblp:wrote	pub_7800	0.2482
dblp:wrote	pub_4947	0.2355
dblp:wrote	pub_4571	0.2941
dblp:wrote	pub_1766	0.3004
dblp:inYear	year_3	0.2828
dblp:wrote	pub_4397	0.2131
dblp:wrote	pub_881	0.2941
dblp:wrote	pub_321	0.3675
dblp:wrote	pub_336	0.2596
dblp:publishedIn	venue_41	0.3782
dblp:hasAuthor	author_667	0.5213
dblp:publishedIn	venue_38	0.3828
dblp:wrote	pub_6217	0.2707
dblp:publishedIn	venue_51	0.3336
dblp:publishedIn	venue_27	0.3534
dblp:publishedIn	venue_8	0.4232
dblp:wrote	pub_5551	0.2405
dblp:hasAuthor	author_1314	0.3916
dblp:wrote	pub_4742	0.2140
dblp:publishedIn	venue_47	0.4089
dblp:wrote	pub_1282	0.2451
dblp:publishedIn	venue_24	0.3749
dblp:wrote	pub_1052	0.2749
dblp:wrote	pub_3520	0.2657
dblp:inYear	year_5	0.2504
dblp:wrote	pub_3156	0.2446
dblp:hasAuthor	author_1575	0.3148
dblp:inYear	year_7	0.2460
dblp:hasAuthor	author_5777	0.3763
dblp:hasAuthor	author_3417	0.4543
dblp:wrote	pub_7682	0.1958
dblp:wrote	pub_8000	0.4050
dblp:publishedIn	venue_8	0.2950
dblp:hasAuthor	author_4555	0.4354
dblp:inYear	year_7	0.2404
dblp:inYear	year_1	0.2462
dblp:publishedIn	venue_12	0.3278
dblp:inYear	year_7	0.2881
dblp:publishedIn	venue_11	0.3654
dblp:hasAuthor	author_4620	0.3647
dblp:wrote	pub_2754	0.2739
dblp:wrote	pub_4264	0.3059
dblp:hasAuthor	author_2237	0.4209
dblp:wrote	pub_2382	0.2204
dblp:publishedIn	venue_8	0.3892
dblp:wrote	pub_1797	0.2979
dblp:publishedIn	venue_52	0.3073
dblp:publishedIn	venue_12	0.3133
dblp:publishedIn	venue_9	0.4565
dblp:inYear	year_9	0.3501
dblp:inYear	year_2	0.2830
dblp:hasAuthor	author_3825	0.3993
dblp:publishedIn	venue_52	0.3956
dblp:publishedIn	venue_51	0.3581
dblp:wrote	pub_2382	0.2630
dblp:wrote	pub_3091	0.2102
dblp:wrote	pub_7751	0.2571
dblp:publishedIn	venue_38	0.4165
dblp:hasAuthor	author_3808	0.4768
dblp:wrote	pub_5965	0.2340
dblp:inYear	year_8	0.2567
dblp:inYear	year_4	0.3232
dblp:hasAuthor	author_2580	0.4290
dblp:inYear	year_17	0.2442
dblp:publishedIn	venue_27	0.3310
dblp:hasAuthor	author_2696	0.3343
dblp:publishedIn	venue_31	0.3595
dblp:publishedIn	venue_18	0.2809
dblp:publishedIn	venue_41	0.3336
dblp:inYear	year_0	0.2996
dblp:inYear	year_15	0.3396
dblp:hasAuthor	author_551	0.4681
dblp:publishedIn	venue_50	0.3965
dblp:inYear	year_5	0.2599
dblp:inYear	year_5	0.3674
dblp:wrote	pub_1884	0.2361
dblp:hasAuthor	author_3649	0.3472
dblp:hasAuthor	author_5441	0.3593
dblp:hasAuthor	author_2647	0.5391
dblp:hasAuthor	author_856	0.3764
dblp:publishedIn	venue_43	0.3185
dblp:hasAuthor	author_1975	0.3679
dblp:inYear	year_4	0.2804
dblp:wrote	pub_2382	0.2250
dblp:inYear	year_17	0.2822
dblp:inYear	year_2	0.3507
dblp:hasAuthor	author_1629	0.4341
dblp:publishedIn	venue_41	0.2750
dblp:wrote	pub_2292	0.2463
dblp:wrote	pub_3073	0.3208
dblp:publishedIn	venue_51	0.4201
dblp:publishedIn	venue_17	0.2721
dblp:wrote	pub_2263	0.2228
dblp:publishedIn	venue_2	0.3176
dblp:inYear	year_16	0.2427
dblp:wrote	pub_4550	0.2357
dblp:inYear	year_9	0.2447
dblp:wrote	pub_7646	0.2340
dblp:hasAuthor	author_5070	0.4471
dblp:inYear	year_0	0.2645
dblp:wrote	pub_7152	0.2435
dblp:publishedIn	venue_17	0.2828
dblp:publishedIn	venue_41	0.3522
dblp:hasAuthor	author_3819	0.2989
dblp:inYear	year_9	0.2533
dblp:inYear	year_2	0.2633
dblp:wrote	pub_7455	0.2495
dblp:publishedIn	venue_8	0.4059
dblp:inYear	year_0	0.2197
dblp:wrote	pub_580	0.2689
dblp:publishedIn	venue_35	0.3434
dblp:inYear	year_9	0.2421
dblp:inYear	year_5	0.2839
dblp:wrote	pub_8035	0.2270
dblp:publishedIn	venue_41	0.3439
dblp:hasAuthor	author_2328	0.3839
dblp:hasAuthor	author_1975	0.4156
dblp:wrote	pub_4057	0.2178
dblp:inYear	year_6	0.3006
dblp:hasAuthor	author_5679	0.3788
dblp:hasAuthor	author_4035	0.3372
dblp:hasAuthor	author_4120	0.3937
dblp:hasAuthor	author_5754	0.3844
dblp:hasAuthor	author_4857	0.3558
dblp:hasAuthor	author_3556	0.3444
dblp:inYear	year_15	0.2614
dblp:hasAuthor	author_3596	0.5424
dblp:wrote	pub_2862	0.2826
dblp:wrote	pub_4375	0.2772
dblp:inYear	year_7	0.2359
dblp:wrote	pub_5100	0.3095
dblp:inYear	year_17	0.2759
dblp:wrote	pub_5080	0.2107
dblp:wrote	pub_6281	0.1750
dblp:publishedIn	venue_6	0.3259
dblp:wrote	pub_460	0.2299
dblp:inYear	year_7	0.3237
dblp:hasAuthor	author_2533	0.3465
dblp:wrote	pub_3109	0.2318
dblp:wrote	pub_5522	0.2896
dblp:publishedIn	venue_27	0.3453
dblp:publishedIn	venue_51	0.3177
dblp:publishedIn	venue_8	0.2941
dblp:wrote	pub_5933	0.2633
dblp:publishedIn	venue_51	0.3352
dblp:hasAuthor	author_4483	0.3495
dblp:wrote	pub_8048	0.2249
dblp:inYear	year_2	0.2769
dblp:inYear	year_12	0.2904
dblp:inYear	year_9	0.2835
dblp:publishedIn	venue_46	0.4970
dblp:wrote	pub_908	0.2661
dblp:inYear	year_5	0.3273
dblp:publishedIn	venue_12	0.2817
dblp:publishedIn	venue_8	0.3450
dblp:publishedIn	venue_19	0.4371
dblp:inYear	year_12	0.2633
dblp:publishedIn	venue_41	0.3386
dblp:wrote	pub_394	0.3579
dblp:inYear	year_2	0.2801
dblp:wrote	pub_418	0.2469
dblp:inYear	year_4	0.3354
dblp:inYear	year_16	0.2382
dblp:inYear	year_2	0.2889
dblp:publishedIn	venue_50	0.3513
dblp:wrote	pub_460	0.2294
dblp:publishedIn	venue_41	0.3144
dblp:hasAuthor	author_4472	0.3746
dblp:wrote	pub_4314	0.3005
dblp:inYear	year_4	0.2712
dblp:wrote	pub_7800	0.2687
dblp:hasAuthor	author_1638	0.3468
dblp:hasAuthor	author_1152	0.4233
dblp:publishedIn	venue_17	0.3509
dblp:publishedIn	venue_52	0.3269
dblp:inYear	year_15	0.2749
dblp:publishedIn	venue_15	0.3311
dblp:hasAuthor	author_723	0.3301
dblp:hasAuthor	author_5315	0.2627
dblp:publishedIn	venue_8	0.3791
dblp:wrote	pub_968	0.2462
dblp:wrote	pub_8050	0.1788
dblp:wrote	pub_182	0.1960
